Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O25860	NUOK_HELPY	reviewed	NADH-quinone oxidoreductase subunit K (EC 7.1.1.-) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	nuoK HP_1270	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	100
O25801	DHAS_HELPY	reviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd HP_1189	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	346
O24866	LPXE_HELPY	reviewed	Lipid A 1-phosphatase (EC 3.1.-.-)	lpxE HP_0021 C694_00100	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	190
P56145	SYFB_HELPY	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT HP_0402	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	764
P55993	RPOD_HELPY	reviewed	RNA polymerase sigma factor RpoD (Sigma-70)	rpoD HP_0088	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	671
O25961	MIAA_HELPY	reviewed	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA HP_1415	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	311
O25551	MURJ_HELPY	reviewed	Probable lipid II flippase MurJ	murJ mviN HP_0885	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	461
P56040	RL15_HELPY	reviewed	50S ribosomal protein L15	rplO HP_1301	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	133
O26074	SECD_HELPY	reviewed	Protein translocase subunit SecD	secD HP_1550	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	525
P56398	RRF_HELPY	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr HP_1256	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	185
O25826	RPPH_HELPY	reviewed	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)	rppH nudH HP_1228	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	155
P66449	RS17_HELPY	reviewed	30S ribosomal protein S17	rpsQ HP_1310	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	86
P66609	RS7_HELPY	reviewed	30S ribosomal protein S7	rpsG HP_1196	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	155
O26091	RLPA_HELPY	reviewed	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	rlpA HP_1571	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	315
O25598	Y944_HELPY	reviewed	RutC family protein HP_0944	HP_0944	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	125
P64663	Y664_HELPY	reviewed	UPF0763 protein HP_0664	HP_0664	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	171
P55995	LON_HELPY	reviewed	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon HP_1379	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	835
O25858	NUOI_HELPY	reviewed	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	nuoI HP_1268	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	220
P56453	SYGA_HELPY	reviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ HP_0960	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	303
O24854	RISB_HELPY	reviewed	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH ribE HP_0002	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	156
P56078	RL25_HELPY	reviewed	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc HP_1496	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	178
P56034	RL6_HELPY	reviewed	50S ribosomal protein L6	rplF HP_1304	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	178
P64653	Y122_HELPY	reviewed	Uncharacterized protein HP_0122	HP_0122	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	43
O25436	Y736_HELPY	reviewed	Uncharacterized aminotransferase HP_0736 (EC 2.6.1.-)	HP_0736	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	369
O25985	SSRP_HELPY	reviewed	SsrA-binding protein (Small protein B)	smpB HP_1444	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	152
P56137	PURA_HELPY	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA HP_0255	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	411
P66459	RS18_HELPY	reviewed	30S ribosomal protein S18	rpsR HP_1244	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85
P0A0X4	RS12_HELPY	reviewed	30S ribosomal protein S12	rpsL HP_1197	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	135
P56188	RPE_HELPY	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe HP_1386	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	217
P64382	YHIT_HELPY	reviewed	Uncharacterized HIT-like protein HP_0404	HP_0404	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	104
O25989	YIDC_HELPY	reviewed	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC HP_1450	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	547
O25988	YIDD_HELPY	reviewed	Putative membrane protein insertion efficiency factor	HP_1449	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	117
P64661	Y560_HELPY	reviewed	Uncharacterized protein HP_0560	HP_0560	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	26
O07680	Y1070_HELPY	reviewed	Uncharacterized protein HP_1070 (ORFX)	HP_1070	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	84
O26107	Y1588_HELPY	reviewed	UPF0174 protein HP_1588	HP_1588	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	253
P56113	TRHP_HELPY	reviewed	tRNA hydroxylation protein P (EC 3.4.-.-)	trhP HP_0169	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	422
P56431	TRXB_HELPY	reviewed	Thioredoxin reductase (TRXR) (EC 1.8.1.9)	trxB HP_0825	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	311
P56112	Y175_HELPY	reviewed	Putative peptidyl-prolyl cis-trans isomerase HP_0175 (PPIase HP_0175) (EC 5.2.1.8) (Rotamase HP_0175)	HP_0175	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	299
O25599	Y945_HELPY	reviewed	Putative uncharacterized protein HP_0945	HP_0945	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	98
O25685	Y1044_HELPY	reviewed	Uncharacterized metallophosphoesterase HP_1044 (EC 3.1.-.-)	HP_1044	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	370
O25971	Y1429_HELPY	reviewed	Uncharacterized protein HP_1429	HP_1429	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	329
O05731	Y889_HELPY	reviewed	Probable iron chelatin transport system permease protein HP_0889	HP_0889	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	326
O25620	VAD2_HELPY	reviewed	Endoribonuclease VapD homolog (EC 3.1.-.-) (Virulence-associated protein D homolog)	HP_0967	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	95
O25654	PPK1_HELPY	reviewed	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk HP_1010	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	675
P64665	Y1531_HELPY	reviewed	Uncharacterized protein HP_1531	HP_1531	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	79
O26024	Y1491_HELPY	reviewed	Putative phosphate permease HP_1491	HP_1491	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	533
P64651	Y085_HELPY	reviewed	Uncharacterized protein HP_0085	HP_0085	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	62
P64657	Y245_HELPY	reviewed	Uncharacterized protein HP_0245	HP_0245	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	105
O25610	Y956_HELPY	reviewed	Uncharacterized RNA pseudouridine synthase HP_0956 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	HP_0956	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	242
O25130	PSEC_HELPY	reviewed	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (EC 2.6.1.92) (Pseudaminic acid biosynthesis protein C)	pseC HP_0366	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	375
P55999	RF2_HELPY	reviewed	Peptide chain release factor 2 (RF-2)	prfB HP_0171	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	363
P56020	RS13_HELPY	reviewed	30S ribosomal protein S13	rpsM HP_1296	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	120
O25042	T2TA_HELPY	reviewed	Probable type II restriction enzyme HpyAORF263P (HpyAORF263P) (EC 3.1.21.4) (Endonuclease HpyAORF263P) (Type-2 restriction enzyme HpyAORF263P)	hpyAIR HP_0262	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	193
P56457	SYL_HELPY	reviewed	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS HP_1547	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	806
P56117	Y190_HELPY	reviewed	Uncharacterized protein HP_0190	HP_0190	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	502
P56120	RNH_HELPY	reviewed	Ribonuclease HI (RNase HI) (EC 3.1.26.4)	rnhA HP_0661	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	143
P96551	SYE1_HELPY	reviewed	Glutamate--tRNA ligase 1 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 1) (GluRS 1)	gltX1 HP_0476	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	463
P56133	PIMT_HELPY	reviewed	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT)	pcm HP_0363	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	209
P66928	THIO_HELPY	reviewed	Thioredoxin (Trx)	trxA HP_0824	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	106
O25511	PSEB_HELPY	reviewed	UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115) (Pseudaminic acid biosynthesis protein B) (UDP-GlcNAc-inverting 4,6-dehydratase)	pseB flaA1 HP_0840	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	333
O25982	PPIA_HELPY	reviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Rotamase)	ppiA HP_1441	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	163
O25515	THID_HELPY	reviewed	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	thiD HP_0844	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	270
O25832	Y1234_HELPY	reviewed	Uncharacterized transporter HP_1234	HP_1234	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	298
P56144	TRUA_HELPY	reviewed	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA hisT HP_0361	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	242
O25526	PATA_HELPY	reviewed	Peptidoglycan O-acetyltransferase (PG acetyltransferase) (EC 2.3.1.-)	patA HP_0855 C694_04380	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	527
P56070	PPSA_HELPY	reviewed	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	ppsA HP_0121	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	812
O25237	Y495_HELPY	reviewed	Uncharacterized protein HP_0495	HP_0495	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	86
Q9WXL5	Y451_HELPY	reviewed	Putative uncharacterized protein HP_0451	HP_0451	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	94
O25701	TATC_HELPY	reviewed	Sec-independent protein translocase protein TatC	tatC HP_1061	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	253
O05732	Y888_HELPY	reviewed	Probable iron chelatin transport ATP-binding protein HP_0888	HP_0888	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	255
O25441	Y745_HELPY	reviewed	Uncharacterized RNA pseudouridine synthase HP_0745 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	HP_0745	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	327
O25088	TATA_HELPY	reviewed	Sec-independent protein translocase protein TatA	tatA HP_0320	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	79
Q09066	UREG_HELPY	reviewed	Urease accessory protein UreG	ureG HP_0068	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	199
O25101	YQGF_HELPY	reviewed	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	HP_0334	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	134
O25678	YLXH_HELPY	reviewed	Flagellum site-determining protein YlxH	ylxH HP_1034	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	294
O25114	Y347_HELPY	reviewed	Uncharacterized RNA pseudouridine synthase HP_0347 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	HP_0347	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	298
P64659	Y386_HELPY	reviewed	Uncharacterized protein HP_0386	HP_0386	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	78
P56071	SYT_HELPY	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS HP_0123	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	612
P55996	TSAD_HELPY	reviewed	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp HP_1584	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	340
O25899	TONB_HELPY	reviewed	Protein TonB	tonB HP_1341	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	285
P56132	Y274_HELPY	reviewed	Uncharacterized protein HP_0274	HP_0274	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	132
O25499	Y823_HELPY	reviewed	UPF0102 protein HP_0823	HP_0823	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	114
P55985	TRUD_HELPY	reviewed	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	truD HP_0926	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	381
O25889	Y1331_HELPY	reviewed	Uncharacterized membrane protein HP_1331	HP_1331	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	228
O26106	Y1587_HELPY	reviewed	UPF0174 protein HP_1587	HP_1587	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	209
O25386	XERH_HELPY	reviewed	Tyrosine recombinase XerH	xerH HP_0675	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	362
P64655	Y135_HELPY	reviewed	Uncharacterized protein HP_0135	HP_0135	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	44
O25170	Y415_HELPY	reviewed	Uncharacterized MscS family protein HP_0415	HP_0415	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	623
P56136	Y258_HELPY	reviewed	Putative zinc metalloprotease HP_0258 (EC 3.4.24.-)	HP_0258	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	348
O25766	TRMD_HELPY	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD HP_1148	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	229
O25578	Y920_HELPY	reviewed	Uncharacterized protein HP_0920	HP_0920	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	230
O25581	Y924_HELPY	reviewed	Probable tautomerase HP_0924 (EC 5.3.2.-)	HP_0924	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	68
O25371	YMXG_HELPY	reviewed	Non-peptidase homolog YmxG	ymxG HP_0657	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	432
P64649	Y031_HELPY	reviewed	Universal stress protein HP_0031 (USP HP_0031)	HP_0031	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	137
O25842	Y1247_HELPY	reviewed	Protein HP_1247	HP_1247	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	340
P56130	Y285_HELPY	reviewed	Putative methylthiotransferase HP_0285 (EC 2.-.-.-)	HP_0285	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	418
O25966	Y1423_HELPY	reviewed	Uncharacterized protein HP_1423	HP_1423	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	84
O25927	LPXA_HELPY	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA HP_1375	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	270
P56013	RS6_HELPY	reviewed	30S ribosomal protein S6	rpsF HP_1246	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	142
O24924	THRC_HELPY	reviewed	Threonine synthase (TS) (EC 4.2.3.1)	thrC HP_0098	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	486
O25851	NUOB_HELPY	reviewed	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	nuoB HP_1261	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	159
O25360	SYE2_HELPY	reviewed	GlutamylGlutaminyl-tRNA synthetase (GluGlnRS) (EC 6.1.1.-) (Glutamate--tRNA ligase 2) (GluRS 2) (Glutamyl-tRNA synthetase 2)	gltX2 HP_0643	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	439
P56455	SYH_HELPY	reviewed	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS HP_1190	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	442
P56126	SYK_HELPY	reviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS HP_0182	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	501
P55991	TOP1_HELPY	reviewed	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA HP_0116	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	736
O25868	TRPG_HELPY	reviewed	Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase, GATase component) (Anthranilate synthase, glutamine amidotransferase component)	trpG HP_1281	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	194
O25700	TATB_HELPY	reviewed	Sec-independent protein translocase protein TatB	tatB HP_1060	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	160
O25888	Y1330_HELPY	reviewed	Uncharacterized protein HP_1330	HP_1330	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	115
O24876	Y035_HELPY	reviewed	Nucleoid-associated protein HP_0035	HP_0035	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	97
P56397	UNG_HELPY	reviewed	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	ung HP_1347	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	233
P55986	Y1459_HELPY	reviewed	Uncharacterized RNA pseudouridine synthase HP_1459 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	HP_1459	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	262
P56452	SYA_HELPY	reviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS HP_1241	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	847
O25157	Y396_HELPY	reviewed	Uncharacterized protein HP_0396	HP_0396	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	616
O25775	YBEY_HELPY	reviewed	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY HP_1160	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	140
P56080	Y117_HELPY	reviewed	UPF0026 protein HP_0117	HP_0117	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	308
O24970	Y162_HELPY	reviewed	Probable transcriptional regulatory protein HP_0162	HP_0162	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	240
O25018	Y232_HELPY	reviewed	UPF0323 lipoprotein HP_0232	HP_0232	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	215
P56142	TRPB_HELPY	reviewed	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB HP_1278	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	393
O25291	Y567_HELPY	reviewed	Putative transport protein HP_0567	HP_0567	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	348
P94842	YBGC_HELPY	reviewed	Acyl-CoA thioesterase YbgC (EC 3.1.2.-)	ybgC HP_0496	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	133
Q48269	PSS_HELPY	reviewed	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	pssA ptr HP_1071	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	237
O25151	TPX_HELPY	reviewed	Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)	tpx HP_0390	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	166
O26011	UBIX_HELPY	reviewed	Flavin prenyltransferase UbiX (EC 2.5.1.129)	ubiX HP_1476	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	187
P55981	VACA_HELPY	reviewed	Vacuolating cytotoxin autotransporter [Cleaved into: Vacuolating cytotoxin; Vacuolating cytotoxin translocator]	vacA HP_0887	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1290
P56737	TRPD_HELPY	reviewed	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD HP_1280	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	335
O25869	TRPE_HELPY	reviewed	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	trpE HP_1282	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	500
O26075	YAJC_HELPY	reviewed	Sec translocon accessory complex subunit YajC	yajC HP_1551	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	127
O25087	HUGZ_HELPY	reviewed	Heme oxygenase HugZ (EC 1.14.99.-)	hugZ HP_0318	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	251
O25867	TRPC_HELPY	reviewed	Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	trpC HP_1279	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	452
O24989	Y189_HELPY	reviewed	UPF0114 protein HP_0189	HP_0189	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	177
O87326	TRL_HELPY	reviewed	Protein trl (tRNA-associated locus protein)	trl HP_0945.1	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	86
P56190	CSTA_HELPY	reviewed	Peptide transporter CstA (Carbon starvation protein A homolog)	cstA HP_1168	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	687
O26066	MFD_HELPY	reviewed	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd HP_1541	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	999
O25011	MSRAB_HELPY	reviewed	Peptide methionine sulfoxide reductase MsrA/MsrB [Includes: Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase); Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)]	msrAB msrA HP_0224	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	359
O24853	NUSB_HELPY	reviewed	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB HP_0001	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	138
P56154	PGK_HELPY	reviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk HP_1345	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	402
