85962.HP1102	O25730
85962.HP0834	A2BBQ4
85962.HP0522	Q75XH6
85962.HP0638	Q93LU9
85962.HP1279	A2B6T5
85962.HP0834	A2BC58
85962.HP0549	Q8GK52
85962.HP1279	A2B808
85962.HP0549	Q8GK53
85962.HP0394	Q9ZIQ7
85962.HP1535	Q68I82
85962.HP0549	B5M1A6
85962.HP0142	A2B390
85962.HP0549	B5M1B1
85962.HP1177	A0A076L793
85962.HP0638	Q93LU8
85962.HP0408	A0A0B2E128
85962.HP0151	A0A0B2EL46
85962.HP1177	Q3KRX7
85962.HP1279	A2B849
85962.HP0142	C6GDD6
85962.HP1535	Q68I71
85962.HP0546	E0WJT3
85962.HP0340	A0A0B2EU05
85962.HP1455	A0A0B2EHV9
85962.HP1279	A2B6M5
85962.HP0547	A4GX22
85962.HP0293	O32643
85962.HP0547	Q8GCW4
85962.HP1535	Q68I59
85962.HP0547	Q8RRY1
85962.HP1279	A2B727
85962.HP1279	A2B6R5
85962.HP0050	D6R6X1
85962.HP0547	E4W792
85962.HP0519	Q8GD87
85962.HP1279	A2B843
85962.HP0142	C6GDA7
85962.HP1279	G3F0X6
85962.HP1081	A0A0B2EF00
85962.HP0142	D5K445
85962.HP1279	D5K581
85962.HP0512	Q9F4Q1
85962.HP0887	Q9ZHT1
85962.HP0771	A0A0B2E801
85962.HP1279	C6GDV1
85962.HP1279	A2B6S8
85962.HP1279	A2B7X4
85962.HP1279	A2B818
85962.HP0459	Q8RMY9
85962.HP1279	C6GDT5
85962.HP0547	X5I3R2
85962.HP1106	A0A0B2EMP6
85962.HP0142	E6ZBS6
85962.HP0549	Q8GJY4
85962.HP0142	A2B2P4
85962.HP0142	A2B3Q0
85962.HP1279	A2B7V5
85962.HP0886	D0V5V5
85962.HP0549	Q8GK15
85962.HP0638	Q6T5I1
85962.HP0094	Q9X438
85962.HP0896	E5FPV8
85962.HP0549	Q8GK44
85962.HP1566	Q2UVY5
85962.HP1173	Q9R7I2
85962.HP0549	Q8GJY9
85962.HP1535	Q68I57
85962.HP1535	Q68I80
85962.HP0522	E0WIQ9
85962.HP0549	E0WJA9
85962.HP0549	Q8GK12
85962.HP1579	A0A0B2ETM4
85962.HP0538	E0WI81
85962.HP0549	E0WIM7
85962.HP0522	E0WJR0
85962.HP1095	Q68IG8
85962.HP0954	Q8VTN4
85962.HP0078	A0A0B2EC48
85962.HP1279	G3XK30
85962.HP0708	A0A0B2E7E1
85962.HP0519	Q8GDB1
85962.HP0538	E0WJ41
85962.HP0535	E0WI17
85962.HP1177	A0A076LCM7
85962.HP0771	A0A0B2E7I4
85962.HP1527	A0A0B2EBG2
85962.HP0638	Q93LT3
85962.HP0896	O51811
85962.HP0698	A0A0B2ECP3
85962.HP0549	B5M1C4
85962.HP1095	Q68II5
85962.HP0638	Q93LV1
85962.HP0954	V5SKK2
85962.HP0142	E6ZBT2
85962.HP0887	D5K7T7
85962.HP0638	Q93LW7
85962.HP0174	A0A0B2EWT0
85962.HP1279	A2B792
85962.HP0547	K7ZJU2
85962.HP0549	Q8GJZ6
85962.HP0457	A0A060D0G0
85962.HP1279	Q19T27
85962.HP1279	A2B7J6
85962.HP1279	A2B6M6
85962.HP1279	D5K567
85962.HP0887	D5K7T8
85962.HP0887	C6ZHV2
85962.HP1487	A0A0B2EPU0
85962.HP1004	A0A0B2DVZ7
85962.HP1279	A2B6L5
85962.HP0142	A2B3Y6
85962.HP1095	Q68IF0
85962.HP0522	E0WIZ6
85962.HP0444	A0A060CUQ9
85962.HP1535	Q68I83
85962.HP0522	A0A0B2E9J9
85962.HP1279	G3F0V8
85962.HP0459	A4GN10
85962.HP1535	Q68I62
85962.HP0549	Q8GK28
85962.HP0647	A0A0B2EVQ9
85962.HP1279	A2B7C1
85962.HP1279	D5K526
85962.HP0538	Q75XI7
85962.HP1095	Q68II3
85962.HP1279	Q9S3H2
85962.HP0549	B5M1C5
85962.HP0887	Q8RRL4
85962.HP0519	A5JG05
85962.HP0160	A5JG45
85962.HP0954	N0A2Y9
85962.HP1279	A2B7B7
85962.HP0887	E2F3D0
85962.HP1440	A0A0B2EV59
85962.HP1279	G3XJZ8
85962.HP0887	Q9L807
85962.HP0887	C7F7X1
85962.HP1177	A0A076LF20
85962.HP0547	D5GS02
85962.HP0549	B5M1J8
85962.HP0539	Q75XP0
85962.HP0887	O85025
85962.HP0896	Q8GNV8
85962.HP0954	Q8VTP4
85962.HP0522	Q75X93
85962.HP1279	A2B7N3
85962.HP0235	A5JGA7
85962.HP0539	A0A0B5HKQ1
85962.HP0994	A0A060CZK8
85962.HP0614	A0A0B2EGU9
85962.HP1117	A5JGJ3
85962.HP0383	A0A0B2ENU0
85962.HP0896	Q8GNW2
85962.HP0555	A0A0B2EAG2
85962.HP0142	D5K4E8
85962.HP0519	A5JG12
85962.HP0523	E0WHU3
85962.HP0527	A0FDS0
85962.HP0522	E0WJE2
85962.HP0887	Q8RRK7
85962.HP0638	Q93LW1
85962.HP0856	A0A0B2E9H7
85962.HP0547	Q9RM28
85962.HP0710	B6RSI0
85962.HP0887	E2F3R9
85962.HP0549	B5M1B8
85962.HP0886	B5M1P2
85962.HP0522	E0WIN0
85962.HP0887	Q5XUG6
85962.HP0887	Q8RRM7
85962.HP1173	A0A0B2EV46
85962.HP0519	Q8GD82
85962.HP0069	Q8VN80
85962.HP1279	A2B743
85962.HP0549	B5M1E7
85962.HP1279	G3XJX9
85962.HP1279	A2B8C2
85962.HP0596	H9U6P9
85962.HP0523	Q75X09
85962.HP1004	Q6RWC3
85962.HP0547	W5S2C9
85962.HP1177	A0A076L7D9
85962.HP0522	L7VW44
85962.HP1535	Q68I85
85962.HP0896	A0A0B2ER71
85962.HP0549	D0V684
85962.HP0395	Q9ZIQ8
85962.HP1177	A0A076L7A4
85962.HP1279	G3F0V3
85962.HP0522	D3XNT0
85962.HP0638	A0A0A7CLD1
85962.HP0282	O05108
85962.HP0638	Q6T5I3
85962.HP0790	D2KHV3
85962.HP0142	A2B2L4
85962.HP1279	A2B7A7
85962.HP0549	Q8GK40
85962.HP0834	Q9Z5N3
85962.HP0549	G9HTC8
85962.HP1424	A0A0B2E4H5
85962.HP0954	N0A6M6
85962.HP0547	Q9F6Q8
85962.HP0638	Q93LW4
85962.HP0523	E0WI96
85962.HP0886	B5M1K9
85962.HP1279	D5K543
85962.HP1279	D5K589
85962.HP0887	Q9LB76
85962.HP0547	E4W702
85962.HP0549	Q8GK33
85962.HP0547	W5S2C5
85962.HP0549	Q8GK37
85962.HP0142	A2B2I9
85962.HP1535	Q68I88
85962.HP1534	Q68II6
85962.HP0549	G9HTE0
85962.HP1081	A0A0B2E8K5
85962.HP0887	D5K7V5
85962.HP0547	K7ZPY3
85962.HP1535	Q68I61
85962.HP0051	Q8VTE7
85962.HP0555	A0A0B2EE46
85962.HP1389	A0A0B2EZW8
85962.HP0896	Q8GNV6
85962.HP1279	A2B724
85962.HP0954	Q8VTN5
85962.HP1279	A2B819
85962.HP1095	Q68IG0
85962.HP1279	D5K548
85962.HP0539	E0WIE0
85962.HP0538	E0WIS4
85962.HP0522	Q75X38
85962.HP1399	A3R4G1
85962.HP0954	Q1A7P0
85962.HP0142	Q9S3D8
85962.HP0638	Q93LU2
85962.HP1004	A0A060CZ93
85962.HP0740	Q5DK67
85962.HP0896	G9DD85
85962.HP0887	E2F3P0
85962.HP0439	A0A060D0I5
85962.HP0896	E5FPV6
85962.HP0367	A0A0B2EUF9
85962.HP1487	A0A0B2EP15
85962.HP0142	D5K4I0
85962.HP1279	E6ZC18
85962.HP1279	G3F0Z3
85962.HP0887	Q8RRL3
85962.HP1095	Q68IG1
85962.HP0549	B5M1D5
85962.HP0519	A5JG07
85962.HP0440	A0A060CQW3
85962.HP0520	E0WHR0
85962.HP0539	E0WJS6
85962.HP0642	Q4TTP2
85962.HP0549	G9HTD0
85962.HP0771	A0A0B2EMG2
85962.HP0954	Q8VTP3
85962.HP0641	A0A0B2EXM2
85962.HP1279	D5K585
85962.HP0868	A0A0B2ENN2
85962.HP0549	E0WHT8
85962.HP0142	G3XJF3
85962.HP1505	Q9L3R7
85962.HP0340	A0A0B2ECF7
85962.HP0522	Q9JMY2
85962.HP1177	A0A076L7A0
85962.HP0547	D2KHL2
85962.HP1424	A0A0B2ERX4
85962.HP1004	A0A0B2ERU9
85962.HP1177	A0A076L797
85962.HP0535	Q75XA8
85962.HP0512	Q9F4Q7
85962.HP0896	Q5G5J5
85962.HP1279	E6ZC15
85962.HP1209	P71406
85962.HP0547	Q9F6S6
85962.HP0519	Q8GDA9
85962.HP0549	Q6VRJ5
85962.HP1095	Q68IF3
85962.HP0539	H9D0Z1
85962.HP0089	O33991
85962.HP1566	A0A0B2EKD3
85962.HP1065	A0A0B2DRA5
85962.HP1120	A0A0B2EC27
85962.HP0549	Q8GK43
85962.HP0954	Q9FBD0
85962.HP1051	A0A0B2EJY6
85962.HP0539	A0A059VJJ3
85962.HP0887	Q84FS4
85962.HP0638	D3J0L8
85962.HP0642	V5SJF2
85962.HP0887	E2F3M4
85962.HP1535	Q68I60
85962.HP1279	G3F0Z2
85962.HP1279	E6ZC23
85962.HP0520	A5JGK9
85962.HP0549	E0WII5
85962.HP0954	Q5UC51
85962.HP0549	D0V680
85962.HP0523	Q6VRT1
85962.HP0549	Q8GJY1
85962.HP0641	A0A0B2E2X8
85962.HP0896	A0A0B2E7H5
85962.HP1349	A0A0B2EEI8
85962.HP1279	G3XK29
85962.HP0954	A4URQ4
85962.HP0886	Q8GJS5
85962.HP0642	V5SID8
85962.HP1279	A2B7G1
85962.HP0043	Q9R822
85962.HP0638	Q93LU6
85962.HP0874	O50170
85962.HP0523	E0WHR3
85962.HP0642	Q8VTR1
85962.HP1219	A0A0B2EGG3
85962.HP1487	A0A0B2EMY9
85962.HP0142	G3XJD1
85962.HP0954	N0A4X1
85962.HP1279	D5K574
85962.HP1279	E6ZC31
85962.HP0542	Q75WW4
85962.HP1095	Q68IE8
85962.HP0547	F8WLI9
85962.HP0896	A0A0B2DVN2
85962.HP0771	A0A0B2EN36
85962.HP0887	C7F7Y2
85962.HP0539	R9W0L7
85962.HP1106	A0A0B2EJ86
85962.HP1177	A0A076LF10
85962.HP0549	Q75XF0
85962.HP1279	A2B6X2
85962.HP1279	A2B809
85962.HP0887	Q8G9T1
85962.HP0886	Q8GJU3
85962.HP0549	Q8GK31
85962.HP0887	D0VDL3
85962.HP1279	A2B7A4
85962.HP0093	Q9X439
85962.HP0549	Q8GK00
85962.HP1177	H6A3H4
85962.HP0887	B2CW68
85962.HP0392	Q9ZIQ6
85962.HP0142	A2B2E6
85962.HP0954	O30587
85962.HP0522	Q75X10
85962.HP0547	E4W758
85962.HP0547	E4W703
85962.HP0549	B5M1A0
85962.HP0549	B5M1J6
85962.HP0887	Q9S653
85962.HP1279	C6GDX8
85962.HP0887	E2F3F2
85962.HP0211	A5JG81
85962.HP0535	E0WHY4
85962.HP0549	E0WI91
85962.HP0708	A0A0B2ECD5
85962.HP0241	A0A0B2EEK7
85962.HP0408	A0A0B2EYR0
85962.HP0638	Q93LW9
85962.HP0547	K7ZJT6
85962.HP1279	A2B6D2
85962.HP1279	A2B7N5
85962.HP0896	G9DD83
85962.HP0834	D5K5W2
85962.HP0556	A0A0B2E9N6
85962.HP0241	A0A0B2EE38
85962.HP0702	A0A0B2EX40
85962.HP1279	A2B6G3
85962.HP0547	W5S2C1
85962.HP1279	G3F111
85962.HP0549	E0WIT4
85962.HP1524	A0A0B2ETK4
85962.HP0708	A0A0B2EWD6
85962.HP0834	A2BCE3
85962.HP0527	L7VSL9
85962.HP0549	Q8GJY8
85962.HP1243	E5FPX0
85962.HP0638	Q93LX0
85962.HP1534	Q68IF4
85962.HP0547	E4W719
85962.HP1177	Q3KRX4
85962.HP0527	Q83ZS8
85962.HP1279	G3F0Z9
85962.HP1279	A2B7E4
85962.HP0638	Q9FB74
85962.HP1279	A2B6K7
85962.HP0549	Q8GK27
85962.HP0638	Q93LV5
85962.HP0886	G9HSZ9
85962.HP0887	Q9RE27
85962.HP0913	O32642
85962.HP1279	G3F113
85962.HP0547	G9HST1
85962.HP1279	A2B745
85962.HP1279	A2B823
85962.HP0523	E0WJN1
85962.HP1279	D5K533
85962.HP1279	E6ZC25
85962.HP0954	Q4TTQ5
85962.HP0547	Q8GCJ2
85962.HP0886	Q8GJU5
85962.HP0234	A0A0B2E5I6
85962.HP0527	E0WIX2
85962.HP0520	E0WJM9
85962.HP0440	A0A060CQK6
85962.HP0549	D0V6B0
85962.HP0079	Q93HU0
85962.HP0078	A0A0B2EM56
85962.HP0519	Q8GD72
85962.HP1003	S5Y9D6
85962.HP0150	A0A0B2EAE0
85962.HP1332	F2Z8C7
85962.HP1279	A2B6C1
85962.HP1279	A2B733
85962.HP1279	D5K5B1
85962.HP0079	Q93HU1
85962.HP1349	A0A0B2E3V2
85962.HP1279	A2B6J0
85962.HP1279	A2B6S3
85962.HP0142	A2B418
85962.HP0954	V5SJH1
85962.HP0549	B5M142
85962.HP0549	B5M1A8
85962.HP1279	D5K4Z6
85962.HP0547	A0A0A7CCZ6
85962.HP0555	A0A0B2DUG3
85962.HP0637	A0A0B2EBP0
85962.HP0547	K7ZJT1
85962.HP0547	K7ZJU0
85962.HP0887	R4V4M5
85962.HP1279	A2B6P8
85962.HP1243	G9DD86
85962.HP1279	D5K5C0
85962.HP1117	A5JGI3
85962.HP0037	Q9ZEL2
85962.HP1232	Q49HL6
85962.HP0642	Q8VTQ5
85962.HP1349	A0A0B2EUT5
85962.HP0142	G3F0I4
85962.HP0519	Q7X5D6
85962.HP1177	A0A076LF15
85962.HP1279	A2B6B9
85962.HP1279	A2B6E9
85962.HP1279	A2B6G0
85962.HP1279	A2B6S1
85962.HP1279	G3F0U8
85962.HP1095	Q68II8
85962.HP0142	G3XJI1
85962.HP0549	E0WJW5
85962.HP1279	Q9S3H1
85962.HP0519	Q8GD92
85962.HP0150	A0A0B2EQE5
85962.HP0638	A0A0A7CLD4
85962.HP0444	A0A060CUF9
85962.HP0523	E0WIC5
85962.HP0887	Q9L808
85962.HP0358	A0A0B2EIT9
85962.HP0856	A0A0B2EQW5
85962.HP1279	A2B6C5
85962.HP1279	A2B8B4
85962.HP0523	E0WJR1
85962.HP0522	E0WHR2
85962.HP0547	A0A096XN47
85962.HP0547	F8WLJ1
85962.HP0887	Q9LBC6
85962.HP1177	A0A076L7D2
85962.HP0579	A0A0B2DP68
85962.HP0151	A0A0B2EBJ7
85962.HP0710	A9XT56
85962.HP1015	A0A0B2EUX3
85962.HP0954	A4URQ1
85962.HP1161	O68226
85962.HP0527	Q6VRP6
85962.HP0142	Q0H4X7
85962.HP0547	F8WLL5
85962.HP0142	A2B3T1
85962.HP0546	P94838
85962.HP0075	Q6U2C0
85962.HP0547	W5S3D6
85962.HP1279	G3F0Y6
85962.HP1535	Q68I67
85962.HP1279	A2B6S7
85962.HP0547	D2KHK9
85962.HP0547	Q8RRN8
85962.HP1177	A0A076L7E2
85962.HP1028	O32690
85962.HP0358	A0A0B2EAZ6
85962.HP0519	A5JFW5
85962.HP0954	V5SJD8
85962.HP0990	A0A0B2EN08
85962.HP1279	D5K540
85962.HP1279	D5K591
85962.HP0520	A5JGK8
85962.HP0549	D0V681
85962.HP0549	E0WIZ2
85962.HP0887	E2F3J5
85962.HP0886	Q8GJR1
85962.HP0519	Q8GD90
85962.HP1279	A2B6L7
85962.HP0954	V5SIE2
85962.HP1279	G3F0Z4
85962.HP0542	E0WJG1
85962.HP0647	A0A0B2E727
85962.HP1173	A0A0B2E438
85962.HP0887	R4URA1
85962.HP1279	A2B6J4
85962.HP1117	A5JGI7
85962.HP1173	A0A0B2EDK2
85962.HP0519	A5JFX9
85962.HP1279	Q9S3H5
85962.HP1279	A2B725
85962.HP0887	Q9S655
85962.HP1015	A0A0B2ECP1
85962.HP0641	A0A0B2EQ86
85962.HP1279	A2B803
85962.HP0549	B5M178
85962.HP0887	Q8KS18
85962.HP0994	Q7B7Q0
85962.HP0887	Q6T320
85962.HP0547	E4W779
85962.HP0887	C0KTT3
85962.HP1279	A2B7Y2
85962.HP1535	Q68I64
85962.HP1279	A2B6A5
85962.HP1279	C6GDW6
85962.HP0549	Q8GK19
85962.HP1279	A2B6R7
85962.HP1279	A2B789
85962.HP0886	B5M1P6
85962.HP0638	Q93LV7
85962.HP1279	A2B6F9
85962.HP1279	C6GDU9
85962.HP1095	Q68IH3
85962.HP1279	G3F114
85962.HP0538	E0WJF7
85962.HP0519	A5JFZ1
85962.HP0539	E0WIY3
85962.HP0440	A0A060CQA5
85962.HP0439	A0A060CZW6
85962.HP0549	D0V686
85962.HP1455	A0A0B2F084
85962.HP1233	A0A0B2ER89
85962.HP1106	A0A0B2EU56
85962.HP1117	A5JGH1
85962.HP0642	V5SID4
85962.HP0549	B5M198
85962.HP1279	A2B6D9
85962.HP1279	A2B7Z2
85962.HP1279	A2B6R2
85962.HP0887	E2F3L1
85962.HP0549	Q9F957
85962.HP1279	D5K570
85962.HP1279	E6ZC16
85962.HP0887	Q9LB85
85962.HP0520	A5JGK5
85962.HP0579	A0A0B2EQ64
85962.HP0460	A4GN12
85962.HP0539	Q75WW7
85962.HP0886	D0V5X2
85962.HP0523	Q6VRJ1
85962.HP1535	Q68I66
85962.HP0549	B5M179
85962.HP0886	B5M1K7
85962.HP0235	A5JGA0
85962.HP1389	A0A0B2E451
85962.HP0780	A0A0B2E798
85962.HP1499	Q3S3R7
85962.HP0527	Q6VRL8
85962.HP0886	Q8GJU1
85962.HP0549	Q8GJZ8
85962.HP0549	B5M144
85962.HP1279	D5K578
85962.HP0887	D5K803
85962.HP0549	D0V683
85962.HP0887	O32677
85962.HP1527	A0A0B2EIU1
85962.HP1349	A0A0B2EL93
85962.HP0820	A0A0B2ESV1
85962.HP1177	A0A076LCQ6
85962.HP0549	D0V687
85962.HP0535	E0WJI3
85962.HP0517	O68658
85962.HP0820	A0A0B2EGG5
85962.HP1487	A0A0B2EV33
85962.HP1279	D5K577
85962.HP0549	B5M1A7
85962.HP0638	Q93LT2
85962.HP0990	A0A060CUJ3
85962.HP0160	A5JG42
85962.HP0887	Q9LB74
85962.HP1095	Q68IG2
85962.HP0522	E0WIF1
85962.HP0642	Q8VTR0
85962.HP1001	A0A060CQB8
85962.HP0235	A5JG90
85962.HP0539	E0WIV4
85962.HP1566	Q2UVY8
85962.HP0554	A0A0B2DUU7
85962.HP0547	Q8RRY3
85962.HP0887	E2F3H1
85962.HP0549	D0V682
85962.HP0522	E0WIW7
85962.HP0547	K7ZJT2
85962.HP0150	A0A0B2EJV8
85962.HP0142	A2B3F1
85962.HP0547	G3G9G1
85962.HP0408	A0A0B2E7S1
85962.HP1579	A0A0B2EGU7
85962.HP1117	P94848
85962.HP1177	A0A076L7E6
85962.HP0549	Q8GK22
85962.HP0638	Q93LU0
85962.HP1527	A0A0B2E4V3
85962.HP0367	A0A0B2EFY3
85962.HP0549	Q8GK36
85962.HP1279	A2B6M3
85962.HP0642	Q8VTP8
85962.HP0547	E4W787
85962.HP0874	P94824
85962.HP0235	A5JGB0
85962.HP0642	Q8VTQ1
85962.HP0539	G1EFH4
85962.HP0522	E0WJN0
85962.HP0641	A0A0B2E7Y4
85962.HP0549	G9HTD5
85962.HP1177	A0A076LBD0
85962.HP0547	E4W750
85962.HP0142	A2B2K7
85962.HP1279	A2B8B5
85962.HP0520	E0WIW5
85962.HP1566	A0A0B2ETZ9
85962.HP1349	A0A0B2E3Y6
85962.HP1095	Q68IF9
85962.HP0522	E0WJT8
85962.HP0549	Q8RRB1
85962.HP0535	E0WJ67
85962.HP0539	E0WJP7
85962.HP0954	Q5UC41
85962.HP0522	A0A0B2E0Q2
85962.HP0781	A0A0B2ESS6
85962.HP1535	Q68I86
85962.HP0549	O87573
85962.HP0549	Q8GJZ1
85962.HP1279	A2B6F0
85962.HP1279	A2B7Z1
85962.HP0834	A2BBL0
85962.HP0954	V5SKX2
85962.HP0886	E7CGY4
85962.HP1279	D5K576
85962.HP1117	A5JGJ5
85962.HP1535	Q68I77
85962.HP0547	K7ZRN4
85962.HP0093	A4L7J1
85962.HP1279	A2B6A9
85962.HP1219	A0A0B2EED0
85962.HP1177	A0A076LBE0
85962.HP0549	Q75X40
85962.HP1279	A2B6C0
85962.HP1173	A0A0B2EJU4
85962.HP0887	Q9LB57
85962.HP0151	A0A0B2EK07
85962.HP0941	Q1XG01
85962.HP1177	A0A076LCQ1
85962.HP0710	A9XT23
85962.HP0781	A0A0B2E2R4
85962.HP0596	A0A0B2E7M2
85962.HP1279	G3F108
85962.HP0512	Q9F4R3
85962.HP0549	Q8GK51
85962.HP1279	C6GDT1
85962.HP0546	Q75XK6
85962.HP0547	Q8GCJ3
85962.HP0142	Q0H4U8
85962.HP1279	A2B6C7
85962.HP1279	A2B783
85962.HP0638	Q93LV9
85962.HP0638	Q93LT9
85962.HP0549	Q8GK01
85962.HP0638	Q93LV0
85962.HP0549	B5M1E8
85962.HP1279	A2B868
85962.HP0834	A2BCF6
85962.HP0638	Q93LV8
85962.HP0235	A5JG89
85962.HP1279	A2B6D6
85962.HP1177	Q3KRX6
85962.HP0642	V5SKW4
85962.HP0078	A0A0B2ECZ9
85962.HP0549	B5M172
85962.HP0549	B5M1J5
85962.HP0642	N0A4X7
85962.HP1534	Q68IH0
85962.HP0549	G9HTD4
85962.HP0954	Q5V9R7
85962.HP0834	E6ZCB7
85962.HP1117	A5JGH8
85962.HP0142	D5K4A7
85962.HP0834	G3F1A6
85962.HP0549	Q8GK48
85962.HP0539	W5U3J1
85962.HP0547	E4W761
85962.HP0547	E4W782
85962.HP0549	Q8GK08
85962.HP1279	A2B874
85962.HP0547	Q8RRY5
85962.HP0549	Q8GK30
85962.HP0698	A0A0B2E2K9
85962.HP0547	D5FXG8
85962.HP0887	D5K864
85962.HP0886	Q8GJV0
85962.HP0519	Q8GD89
85962.HP0834	C6GEB5
85962.HP1279	C6GDX3
85962.HP1279	D5K5A0
85962.HP0235	A5JG96
85962.HP0538	E0WIV3
85962.HP1527	A0A0B2ENZ2
85962.HP1173	A0A0B2E478
85962.HP1579	A0A0B2E4B5
85962.HP0547	F8WLL1
85962.HP0642	Q8VTP9
85962.HP0896	Q8GNW1
85962.HP0142	A2B2S5
85962.HP1279	A2B881
85962.HP0710	B6RSI2
85962.HP1095	Q68IH2
85962.HP0549	B5M177
85962.HP0549	B5M195
85962.HP1279	D5K586
85962.HP0522	E0WIG8
85962.HP0522	Q6VRM3
85962.HP0367	A0A0B2E3G4
85962.HP0547	K7ZLH0
85962.HP1173	A0A0B2EXK0
85962.HP0538	Q75XG0
85962.HP0638	Q6T5J0
85962.HP1279	A2B7R5
85962.HP0954	Q5UC39
85962.HP0522	E0WIT8
85962.HP0597	R9TEE4
85962.HP0549	B5M143
85962.HP0549	B5M1K0
85962.HP0142	A2B3F6
85962.HP1279	D5K5C9
85962.HP0142	A2B2H8
85962.HP1279	A2B7L7
85962.HP0638	Q93LW6
85962.HP0710	B6RSH4
85962.HP0642	Q4TTP1
85962.HP0887	D5K7T4
85962.HP0522	B2RGB2
85962.HP0547	C6ZI17
85962.HP0642	Q4TTP3
85962.HP0887	Q8G9T2
85962.HP0887	Q8RRK5
85962.HP1051	A0A0B2DVX3
85962.HP1284	A0A0B2E338
85962.HP0708	A0A0B2EV57
85962.HP0538	E0WJS5
85962.HP1279	G3XK06
85962.HP1535	Q68I70
85962.HP1487	A0A0B2EBZ3
85962.HP1279	G3F0V6
85962.HP1095	Q68IH9
85962.HP0445	Q6RWD3
85962.HP0638	Q6T5I6
85962.HP0522	E0WK26
85962.HP0652	O32630
85962.HP0887	C6ZHW0
85962.HP0887	Q5MBE1
85962.HP0142	G3XJH3
85962.HP0458	A0A0B2EJJ0
85962.HP1279	A2B6R8
85962.HP1279	A2B6T6
85962.HP1279	A2B7U0
85962.HP1279	A2B7Z9
85962.HP0641	A0A0B2EJ76
85962.HP1566	A0A0B2EAM2
85962.HP0130	A0A0B2EB61
85962.HP1279	A2B6R6
85962.HP0886	D0V5U1
85962.HP1122	Q8VN33
85962.HP0549	Q8GK54
85962.HP0443	A0A024C648
85962.HP1279	A2B6I6
85962.HP1279	A2B6Z3
85962.HP1279	A2B772
85962.HP0580	A0A0B2EE29
85962.HP1095	Q68IG4
85962.HP0547	Q9Z5M2
85962.HP0457	A0A024C1U0
85962.HP1122	A0A024C1J0
85962.HP0219	A0A024BYI9
85962.HP0222	A0A024C6A2
85962.HP0642	A0A024BZ91
85962.HP0614	A0A024BZI0
85962.HP1064	A0A024C7G9
85962.HP1217	A0A024C1R7
85962.HP0291	A0A024BZK8
85962.HP1028	A0A024BZH9
85962.HP0993	G5EAS1
85962.HP1173	A0A024C8N5
85962.HP0148	A0A024C3H2
85962.HP0013	O24858
85962.HP1291	O25878
85962.HP1065	O25705
85962.HP0275	O25052
85962.HP0486	O25230
85962.HP1434	O25975
85962.HP0545	O25277
85962.HP0472	O25218
85962.HP0431	O25181
85962.HP0540	O25273
85962.HP0936	O25590
85962.HP1467	O26003
85962.HP0276	O25053
85962.HP1399	O25949
85962.HP0579	O25302
85962.HP0908	O25566
85962.HP0141	O24953
85962.HP1192	O25803
85962.HP1564	O26084
85962.HP0838	O25509
85962.HP1352	O25907
85962.HP0902	O25562
85962.HP1407	O25957
85962.HP0159	O24967
85962.HP0288	O25062
85962.HP0037	O24878
85962.HP0847	O25518
85962.HP0922	O25579
85962.HP0341	O25108
85962.HP1033	O25677
85962.HP0529	O25264
85962.HP0589	O25311
85962.HP0081	O24910
85962.HP1080	O25712
85962.HP1421	O25965
85962.HP0444	O25192
85962.HP0377	O25140
85962.HP0573	O25297
85962.HP0016	O24861
85962.HP1274	O25864
85962.HP1466	O26002
85962.HP0240	O25023
85962.HP1401	O25951
85962.HP1414	O25960
85962.HP1008	O34550
85962.HP1526	O26054
85962.HP0911	O25569
85962.HP1260	O25850
85962.HP0767	O25462
85962.HP0371	O25135
85962.HP0221	O25009
85962.HP0466	O25213
85962.HP0519	O25256
85962.HP0173	O24978
85962.HP0616	O25337
85962.HP0934	O25588
85962.HP0459	O25206
85962.HP0497	O25239
85962.HP0659	O25373
85962.HP1157	O25772
85962.HP0757	O25452
85962.HP0811	O25491
85962.HP1451	O25990
85962.HP0531	O25266
85962.HP0358	O25125
85962.HP0937	O25591
85962.HP0874	O25542
85962.HP1562	O26083
85962.HP0782	O25471
85962.HP0938	O25592
85962.HP0047	O24888
85962.HP0594	O25316
85962.HP1537	O26063
85962.HP0633	O25350
85962.HP0020	O24865
85962.HP1191	O25802
85962.HP0939	O25593
85962.HP0520	O25257
85962.HP0523	O25259
85962.HP0441	O25189
85962.HP0640	O25357
85962.HP0789	O25478
85962.HP1187	O25799
85962.HP1121	O25746
85962.HP1233	O25831
85962.HP0753	O25448
85962.HP0078	O24907
85962.HP0538	O25271
85962.HP0140	O24952
85962.HP1180	O25792
85962.HP0806	O25486
85962.HP0726	O25426
85962.HP0622	O25339
85962.HP1506	O26036
85962.HP0775	O25466
85962.HP0256	O25037
85962.HP0056	O24897
85962.HP1487	O26021
85962.HP0772	O25464
85962.HP1095	O34491
85962.HP0671	O25382
85962.HP1561	O26082
85962.HP1159	O25774
85962.HP0717	O25419
85962.HP0948	O25602
85962.HP0970	O25623
85962.HP1524	O26052
85962.HP0280	O25057
85962.HP1118	O25743
85962.HP1097	O25727
85962.HP0271	O25049
85962.HP0524	O25260
85962.HP1438	O25979
85962.HP0287	O25061
85962.HP0127	O24941
85962.HP0842	O25513
85962.HP1505	O26035
85962.HP1559	O26081
85962.HP1005	O25651
85962.HP0268	O25047
85962.HP1367	O25920
85962.HP0558	O25284
85962.HP1481	O26015
